#contig,contig_reassign,bases_hap_dip,bases_low_high,bases_all,perc_low_coverage,perc_hap_coverage,perc_dip_coverage,perc_high_coverage
NW_020538040.1.TD_432,s,26338,38,26376,0.144,95.886,3.970,0.000
NW_020536281.1.TD_1,s,16358,10010,26368,37.963,62.037,0.000,0.000
NW_020537646.1.TD_237,s,25027,1338,26365,5.075,94.925,0.000,0.000
NW_020537646.1.TD_1028,s,26366,0,26366,0.000,100.000,0.000,0.000
NW_020538040.1.TD_1218,s,25639,722,26361,2.739,97.261,0.000,0.000
NW_020539724.1.TD_302,s,25531,835,26366,3.167,96.833,0.000,0.000
NW_020539727.1.TD_527,s,24742,1612,26354,6.117,93.883,0.000,0.000
NW_020539726.1.TD_855,s,24660,1705,26365,6.467,93.533,0.000,0.000
NW_020537324.1.TD_1445,s,25291,1063,26354,4.034,95.966,0.000,0.000
NW_020538040.1.TD_1028,s,26353,0,26353,0.000,100.000,0.000,0.000
NW_020537571.1.TD_1,s,25026,1326,26352,5.032,94.968,0.000,0.000
NW_020536301.1.TD_1,s,20658,5688,26346,21.590,78.410,0.000,0.000
NW_020538040.1.TD_2385,s,24662,1687,26349,6.403,93.597,0.000,0.000
NW_020537646.1.TD_453,s,25750,597,26347,2.266,97.734,0.000,0.000
NW_020536999.1.TD_1175,s,26332,14,26346,0.053,99.947,0.000,0.000
NW_020539016.1.TD_1,s,17494,8851,26345,33.597,66.403,0.000,0.000
NW_020536999.1.TD_1195,s,23990,2351,26341,8.925,91.075,0.000,0.000
NW_020538040.1.TD_598,s,23643,2701,26344,10.253,89.747,0.000,0.000
NW_020537625.1.TD_1,s,21141,5195,26336,19.726,80.274,0.000,0.000
NW_020536715.1.TD_1,s,24419,1909,26328,7.251,92.749,0.000,0.000
NW_020539725.1.TD_1432,s,24671,1656,26327,6.290,93.710,0.000,0.000
NW_020537758.1.TD_604,s,19123,7200,26323,27.353,72.647,0.000,0.000
NW_020539725.1.TD_307,s,17980,8345,26325,31.700,68.300,0.000,0.000
NW_020536999.1.TD_1612,s,26055,272,26327,1.033,98.967,0.000,0.000
NW_020539725.1.TD_1397,s,20376,5944,26320,22.584,77.416,0.000,0.000
NW_020539725.1.TD_688,s,25892,421,26313,1.600,98.400,0.000,0.000
NW_020537324.1.TD_556,s,21808,4496,26304,17.092,82.908,0.000,0.000
NW_020539726.1.TD_44,s,15532,10776,26308,40.961,59.039,0.000,0.000
NW_020539727.1.TD_378,s,21836,4472,26308,16.999,83.001,0.000,0.000
NW_020537324.1.TD_1583,s,23390,2912,26302,11.071,88.929,0.000,0.000
NW_020537646.1.TD_789,s,20765,5534,26299,21.043,78.957,0.000,0.000
NW_020539725.1.TD_364,s,18830,7469,26299,28.400,71.600,0.000,0.000
NW_020537646.1.TD_58,s,24389,1908,26297,7.256,92.744,0.000,0.000
NW_020537063.1.TD_1,s,14140,12156,26296,46.228,53.772,0.000,0.000
NW_020536999.1.TD_962,s,26223,72,26295,0.274,99.726,0.000,0.000
NW_020536903.1.TD_1,s,19439,6854,26293,26.068,70.981,2.951,0.000
NW_020537646.1.TD_145,s,23868,2426,26294,9.226,90.774,0.000,0.000
NW_020539725.1.TD_93,s,18862,7430,26292,28.260,71.740,0.000,0.000
NW_020537758.1.TD_828,s,24780,1511,26291,5.747,94.253,0.000,0.000
NW_020539725.1.TD_1085,s,25860,425,26285,1.617,98.383,0.000,0.000
NW_020536661.1.TD_1,s,24784,1507,26291,5.732,81.499,12.769,0.000
NW_020537758.1.TD_93,s,25321,957,26278,3.642,96.358,0.000,0.000
NW_020537324.1.TD_1012,s,23676,2591,26267,9.864,90.136,0.000,0.000
NW_020537646.1.TD_242,s,19888,6381,26269,24.291,75.709,0.000,0.000
NW_020539726.1.TD_227,s,21841,4421,26262,16.834,83.166,0.000,0.000
NW_020537646.1.TD_146,s,21046,1652,22698,7.278,92.722,0.000,0.000
NW_020537758.1.TD_528,s,24123,2142,26265,8.155,91.845,0.000,0.000
NW_020536182.1.TD_1,s,24699,1550,26249,5.905,94.095,0.000,0.000
NW_020537726.1.TD_2,s,24939,1308,26247,4.983,95.017,0.000,0.000
NW_020537758.1.TD_216,s,23617,2633,26250,10.030,89.970,0.000,0.000
NW_020539725.1.TD_1375,s,22247,4001,26248,15.243,84.757,0.000,0.000
NW_020539725.1.TD_982,s,24467,1782,26249,6.789,93.211,0.000,0.000
NW_020537302.1.TD_1,s,26248,0,26248,0.000,73.263,26.737,0.000
NW_020537310.1.TD_1,s,17107,9139,26246,34.821,65.179,0.000,0.000
NW_020536195.1.TD_1,s,12312,1911,14223,13.436,77.768,8.796,0.000
NW_020538040.1.TD_2326,s,26175,71,26246,0.271,99.729,0.000,0.000
NW_020539725.1.TD_112,s,24902,1340,26242,5.106,94.894,0.000,0.000
NW_020538040.1.TD_2010,s,24083,2159,26242,8.227,91.773,0.000,0.000
NW_020539726.1.TD_85,s,21979,4262,26241,16.242,83.758,0.000,0.000
NW_020537324.1.TD_1712,s,26241,0,26241,0.000,100.000,0.000,0.000
NW_020538008.1.TD_1,s,18169,8071,26240,30.758,69.242,0.000,0.000
NW_020538040.1.TD_725,s,25866,373,26239,1.422,98.578,0.000,0.000
NW_020539725.1.TD_1385,s,6216,20019,26235,76.306,23.694,0.000,0.000
NW_020539725.1.TD_1406,s,19197,7035,26232,26.818,73.182,0.000,0.000
NW_020536241.1.TD_1,s,19072,7154,26226,27.278,72.722,0.000,0.000
NW_020536999.1.TD_334,s,25230,1000,26230,3.812,96.188,0.000,0.000
NW_020537646.1.TD_309,s,26227,0,26227,0.000,100.000,0.000,0.000
NW_020537758.1.TD_588,s,25421,803,26224,3.062,96.938,0.000,0.000
NW_020538040.1.TD_2330,s,19145,7079,26224,26.994,73.006,0.000,0.000
NW_020536471.1.TD_1,s,20652,5572,26224,21.248,78.752,0.000,0.000
NW_020538040.1.TD_723,s,23955,2267,26222,8.645,91.355,0.000,0.000
NW_020537324.1.TD_1748,s,26219,0,26219,0.000,100.000,0.000,0.000
NW_020536999.1.TD_336,s,25349,865,26214,3.300,96.700,0.000,0.000
NW_020539031.1.TD_1,s,21282,4936,26218,18.827,81.173,0.000,0.000
NW_020539727.1.TD_259,s,23821,2387,26208,9.108,90.892,0.000,0.000
NW_020537758.1.TD_20,s,26145,63,26208,0.240,99.760,0.000,0.000
NW_020538850.1.TD_1,s,24248,1956,26204,7.465,92.535,0.000,0.000
NW_020536999.1.TD_221,s,26168,35,26203,0.134,99.866,0.000,0.000
NW_020539726.1.TD_771,s,25520,682,26202,2.603,97.397,0.000,0.000
NW_020539727.1.TD_75,s,25135,1018,26153,3.892,96.108,0.000,0.000
NW_020537646.1.TD_525,s,24216,1983,26199,7.569,92.431,0.000,0.000
NW_020539847.1.TD_2,s,21587,4615,26202,17.613,82.387,0.000,0.000
NW_020536999.1.TD_177,s,24894,1303,26197,4.974,95.026,0.000,0.000
NW_020537324.1.TD_532,s,18227,7970,26197,30.423,69.577,0.000,0.000
NW_020538040.1.TD_2550,s,24621,1575,26196,6.012,93.988,0.000,0.000
NW_020539725.1.TD_1063,s,26195,0,26195,0.000,100.000,0.000,0.000
NW_020538040.1.TD_909,s,18324,7870,26194,30.045,69.955,0.000,0.000
NW_020536999.1.TD_1075,s,20350,5842,26192,22.305,77.695,0.000,0.000
NW_020538040.1.TD_104,s,12628,13561,26189,51.781,48.219,0.000,0.000
NW_020538040.1.TD_984,s,23554,2588,26142,9.900,90.100,0.000,0.000
NW_020539285.1.TD_1,s,10831,14897,25728,57.902,42.098,0.000,0.000
NW_020536418.1.TD_1,s,25718,468,26186,1.787,71.886,26.327,0.000
NW_020536470.1.TD_1,s,22225,3960,26185,15.123,84.877,0.000,0.000
NW_020537758.1.TD_484,s,20264,5917,26181,22.600,71.181,6.218,0.000
NW_020539277.1.TD_2,s,15724,10461,26185,39.950,60.050,0.000,0.000
NW_020539448.1.TD_1,s,15424,10757,26181,41.087,53.451,5.462,0.000
NW_020538040.1.TD_1141,s,26109,62,26171,0.237,99.763,0.000,0.000
NW_020539328.1.TD_1,s,24384,1785,26169,6.821,93.179,0.000,0.000
NW_020537758.1.TD_1199,s,24200,1980,26180,7.563,92.437,0.000,0.000
NW_020537324.1.TD_541,s,22094,4074,26168,15.569,84.431,0.000,0.000
NW_020539726.1.TD_378,s,20421,5745,26166,21.956,78.044,0.000,0.000
NW_020539553.1.TD_1,s,26167,0,26167,0.000,100.000,0.000,0.000
NW_020536999.1.TD_1702,s,22799,3364,26163,12.858,87.142,0.000,0.000
NW_020537758.1.TD_520,s,22735,3427,26162,13.099,86.901,0.000,0.000
NW_020536895.1.TD_1,s,24281,1877,26158,7.176,92.824,0.000,0.000
NW_020537324.1.TD_1090,s,23577,2574,26151,9.843,90.157,0.000,0.000
NW_020539523.1.TD_1,s,25579,574,26153,2.195,97.805,0.000,0.000
NW_020536912.1.TD_1,s,25875,286,26161,1.093,98.907,0.000,0.000
NW_020539725.1.TD_165,s,19016,7134,26150,27.281,72.719,0.000,0.000
NW_020539726.1.TD_902,s,25633,517,26150,1.977,98.023,0.000,0.000
NW_020537308.1.TD_1,s,23818,2327,26145,8.900,91.100,0.000,0.000
NW_020538873.1.TD_1,s,23243,2901,26144,11.096,88.904,0.000,0.000
NW_020537324.1.TD_811,s,26052,88,26140,0.337,99.663,0.000,0.000
NW_020537646.1.TD_372,s,25257,885,26142,3.385,96.615,0.000,0.000
NW_020537646.1.TD_510,s,22878,3262,26140,12.479,87.521,0.000,0.000
NW_020536999.1.TD_1110,s,19417,6711,26128,25.685,74.315,0.000,0.000
NW_020539725.1.TD_203,s,23516,2615,26131,10.007,89.993,0.000,0.000
NW_020538564.1.TD_1,s,24783,1353,26136,5.177,94.823,0.000,0.000
NW_020538040.1.TD_1480,s,20697,5431,26128,20.786,79.214,0.000,0.000
NW_020538040.1.TD_923,s,23599,2528,26127,9.676,90.324,0.000,0.000
NW_020539672.1.TD_1,s,23351,2775,26126,10.622,89.378,0.000,0.000
NW_020539724.1.TD_303,s,23264,2861,26125,10.951,89.049,0.000,0.000
NW_020536314.1.TD_1,s,19002,7122,26124,27.262,72.738,0.000,0.000
NW_020536999.1.TD_1701,s,24644,1476,26120,5.651,94.349,0.000,0.000
NW_020536999.1.TD_1173,s,25374,745,26119,2.852,97.148,0.000,0.000
NW_020539724.1.TD_215,s,13290,12833,26123,49.125,50.875,0.000,0.000
NW_020537324.1.TD_1752,s,23379,2737,26116,10.480,89.520,0.000,0.000
NW_020537950.1.TD_1,s,21689,4426,26115,16.948,83.052,0.000,0.000
NW_020539726.1.TD_187,s,15864,10247,26111,39.244,60.756,0.000,0.000
NW_020539056.1.TD_1,s,26112,0,26112,0.000,100.000,0.000,0.000
NW_020539726.1.TD_527,s,21808,4297,26105,16.460,83.540,0.000,0.000
NW_020539724.1.TD_390,s,22816,3288,26104,12.596,87.404,0.000,0.000
NW_020538838.1.TD_2,s,24577,1522,26099,5.832,94.168,0.000,0.000
NW_020539725.1.TD_511,s,17200,8902,26102,34.105,65.895,0.000,0.000
NW_020537646.1.TD_160,s,22626,3470,26096,13.297,86.703,0.000,0.000
NW_020536580.1.TD_1,s,23974,2124,26098,8.139,91.861,0.000,0.000
NW_020538844.1.TD_1,s,24519,1577,26096,6.043,56.043,37.914,0.000
NW_020537646.1.TD_259,s,14918,11175,26093,42.828,57.172,0.000,0.000
NW_020536999.1.TD_1083,s,23272,2822,26094,10.815,89.185,0.000,0.000
NW_020539725.1.TD_650,s,16948,5223,22171,23.558,76.442,0.000,0.000
NW_020539724.1.TD_93,s,17717,8373,26090,32.093,67.907,0.000,0.000
NW_020539726.1.TD_823,s,26090,0,26090,0.000,100.000,0.000,0.000
NW_020536999.1.TD_1823,s,21144,4948,26092,18.964,81.036,0.000,0.000
NW_020538040.1.TD_2498,s,23230,2857,26087,10.952,89.048,0.000,0.000
NW_020537324.1.TD_474,s,26088,0,26088,0.000,100.000,0.000,0.000
NW_020536485.1.TD_1,s,23722,2363,26085,9.059,90.941,0.000,0.000
NW_020539727.1.TD_459,s,26084,0,26084,0.000,100.000,0.000,0.000
NW_020539137.1.TD_1,s,23953,2130,26083,8.166,91.834,0.000,0.000
NW_020537758.1.TD_652,s,22915,3166,26081,12.139,87.861,0.000,0.000
NW_020538974.1.TD_2,s,19022,7057,26079,27.060,72.940,0.000,0.000
NW_020537997.1.TD_2,s,10969,15101,26070,57.925,42.075,0.000,0.000
NW_020536999.1.TD_836,s,23038,3040,26078,11.657,88.343,0.000,0.000
NW_020537646.1.TD_446,s,25742,330,26072,1.266,98.734,0.000,0.000
NW_020537758.1.TD_1055,s,20647,5419,26066,20.790,79.210,0.000,0.000
NW_020537758.1.TD_1026,s,19471,6593,26064,25.295,74.705,0.000,0.000
NW_020538118.1.TD_1,s,14907,11159,26066,42.811,57.189,0.000,0.000
NW_020539725.1.TD_360,s,23238,2823,26061,10.832,89.168,0.000,0.000
NW_020537324.1.TD_203,s,21820,4230,26050,16.238,83.762,0.000,0.000
NW_020537758.1.TD_985,s,20585,5462,26047,20.970,79.030,0.000,0.000
NW_020537324.1.TD_146,s,24868,1189,26057,4.563,95.437,0.000,0.000
NW_020538958.1.TD_3,s,19719,6328,26047,24.295,75.705,0.000,0.000
NW_020538040.1.TD_1833,s,21349,4690,26039,18.011,81.989,0.000,0.000
NW_020537646.1.TD_187,s,17415,8622,26037,33.114,66.886,0.000,0.000
NW_020537324.1.TD_1161,s,22923,3115,26038,11.963,88.037,0.000,0.000
NW_020537758.1.TD_319,s,19713,6320,26033,24.277,75.723,0.000,0.000
NW_020538040.1.TD_2409,s,26029,0,26029,0.000,100.000,0.000,0.000
NW_020537385.1.TD_1,s,19847,6179,26026,23.742,76.258,0.000,0.000
NW_020539725.1.TD_33,s,25047,978,26025,3.758,93.706,2.536,0.000
NW_020537324.1.TD_88,s,19669,6350,26019,24.405,75.595,0.000,0.000
NW_020536999.1.TD_924,s,25483,539,26022,2.071,97.929,0.000,0.000
NW_020539725.1.TD_706,s,23833,2185,26018,8.398,91.602,0.000,0.000
NW_020537159.1.TD_1,s,23452,2565,26017,9.859,90.141,0.000,0.000
NW_020539266.1.TD_1,s,23558,2457,26015,9.445,90.555,0.000,0.000
NW_020537758.1.TD_638,s,22829,3185,26014,12.243,87.757,0.000,0.000
NW_020539727.1.TD_303,s,23723,2291,26014,8.807,91.193,0.000,0.000
NW_020538745.1.TD_1,s,21366,4646,26012,17.861,82.139,0.000,0.000
NW_020539725.1.TD_398,s,25979,34,26013,0.131,97.678,2.191,0.000
NW_020537324.1.TD_654,s,23272,2739,26011,10.530,89.470,0.000,0.000
NW_020537758.1.TD_675,s,22628,3382,26010,13.003,86.997,0.000,0.000
NW_020537324.1.TD_1400,s,23231,2779,26010,10.684,89.316,0.000,0.000
NW_020537646.1.TD_370,s,20370,5639,26009,21.681,78.319,0.000,0.000
NW_020539724.1.TD_49,s,24383,1624,26007,6.244,93.756,0.000,0.000
NW_020537646.1.TD_423,s,25412,586,25998,2.254,97.746,0.000,0.000
NW_020538040.1.TD_1712,s,23381,2622,26003,10.083,89.917,0.000,0.000
NW_020539724.1.TD_214,s,24170,1826,25996,7.024,92.976,0.000,0.000
NW_020538040.1.TD_979,s,23893,2103,25996,8.090,91.910,0.000,0.000
NW_020537646.1.TD_474,s,24500,1495,25995,5.751,94.249,0.000,0.000
NW_020539726.1.TD_420,s,23692,2303,25995,8.859,91.141,0.000,0.000
NW_020539727.1.TD_174,s,24757,1236,25993,4.755,95.245,0.000,0.000
NW_020539727.1.TD_60,s,18335,7658,25993,29.462,70.538,0.000,0.000
NW_020537429.1.TD_1,s,19363,6629,25992,25.504,74.496,0.000,0.000
NW_020538040.1.TD_2149,s,22037,3953,25990,15.210,84.790,0.000,0.000
NW_020539727.1.TD_262,s,25960,28,25988,0.108,99.892,0.000,0.000
NW_020539726.1.TD_442,s,21614,4373,25987,16.828,83.172,0.000,0.000
NW_020537756.1.TD_1,s,24327,1658,25985,6.381,93.619,0.000,0.000
NW_020537758.1.TD_371,s,22189,3791,25980,14.592,85.408,0.000,0.000
NW_020538040.1.TD_2438,s,25646,341,25987,1.312,98.688,0.000,0.000
NW_020539396.1.TD_1,s,20969,4992,25961,19.229,80.771,0.000,0.000
NW_020537324.1.TD_251,s,24219,1765,25984,6.793,93.207,0.000,0.000
NW_020536597.1.TD_1,s,23602,2379,25981,9.157,62.958,27.886,0.000
NW_020536999.1.TD_584,s,15295,10681,25976,41.119,58.881,0.000,0.000
NW_020536880.1.TD_1,s,18794,7182,25976,27.649,72.351,0.000,0.000
NW_020538040.1.TD_1757,s,23249,2723,25972,10.484,89.516,0.000,0.000
NW_020539558.1.TD_1,s,17077,8894,25971,34.246,65.754,0.000,0.000
NW_020539725.1.TD_1348,s,24294,1680,25974,6.468,93.532,0.000,0.000
NW_020537758.1.TD_1134,s,23520,2450,25970,9.434,90.566,0.000,0.000
NW_020538040.1.TD_2189,s,20728,5235,25963,20.163,79.837,0.000,0.000
NW_020538040.1.TD_662,s,18705,7257,25962,27.952,72.048,0.000,0.000
NW_020539726.1.TD_501,s,25387,575,25962,2.215,97.785,0.000,0.000
NW_020536999.1.TD_26,s,25037,923,25960,3.555,96.445,0.000,0.000
NW_020537324.1.TD_947,s,20483,5476,25959,21.095,78.905,0.000,0.000
NW_020536231.1.TD_1,s,25873,84,25957,0.324,62.634,37.042,0.000
NW_020539725.1.TD_800,s,22073,865,22938,3.771,96.229,0.000,0.000
NW_020539210.1.TD_1,s,20210,5746,25956,22.137,77.863,0.000,0.000
NW_020537324.1.TD_316,s,24616,1336,25952,5.148,94.852,0.000,0.000
NW_020539724.1.TD_255,s,13094,12848,25942,49.526,50.474,0.000,0.000
NW_020539725.1.TD_388,s,25583,368,25951,1.418,98.582,0.000,0.000
NW_020537324.1.TD_156,s,25644,292,25936,1.126,98.874,0.000,0.000
NW_020538040.1.TD_911,s,25053,884,25937,3.408,96.592,0.000,0.000
NW_020539130.1.TD_1,s,19063,6868,25931,26.486,73.514,0.000,0.000
NW_020536163.1.TD_1,s,23747,2184,25931,8.422,91.578,0.000,0.000
NW_020538040.1.TD_2528,s,22307,3623,25930,13.972,86.028,0.000,0.000
NW_020538040.1.TD_2309,s,21754,4174,25928,16.098,83.902,0.000,0.000
NW_020538040.1.TD_2321,s,17875,8046,25921,31.040,68.960,0.000,0.000
NW_020538040.1.TD_1173,s,16323,9597,25920,37.025,62.975,0.000,0.000
NW_020539725.1.TD_1146,s,25912,6,25918,0.023,99.977,0.000,0.000
NW_020539727.1.TD_524,s,24984,935,25919,3.607,28.809,67.584,0.000
NW_020537646.1.TD_200,s,17270,8642,25912,33.351,66.649,0.000,0.000
NW_020538084.1.TD_1,s,24233,1676,25909,6.469,93.531,0.000,0.000
NW_020539724.1.TD_304,s,20213,5694,25907,21.979,78.021,0.000,0.000
NW_020538040.1.TD_113,s,25902,1,25903,0.004,99.996,0.000,0.000
NW_020536330.1.TD_1,s,23947,1960,25907,7.566,88.439,3.995,0.000
NW_020538878.1.TD_1,s,25903,0,25903,0.000,100.000,0.000,0.000
NW_020537324.1.TD_643,s,24493,1409,25902,5.440,94.560,0.000,0.000
NW_020538040.1.TD_378,s,23648,2255,25903,8.706,67.533,23.762,0.000
NW_020538040.1.TD_509,s,24427,1476,25903,5.698,92.908,1.394,0.000
NW_020539724.1.TD_541,s,24965,932,25897,3.599,93.938,2.464,0.000
NW_020537646.1.TD_231,s,24452,1443,25895,5.573,94.427,0.000,0.000
NW_020537324.1.TD_900,s,22630,3264,25894,12.605,87.395,0.000,0.000
NW_020536337.1.TD_1,s,23295,2595,25890,10.023,89.977,0.000,0.000
NW_020539725.1.TD_676,s,25742,151,25893,0.583,99.417,0.000,0.000
NW_020539725.1.TD_509,s,21345,4544,25889,17.552,82.448,0.000,0.000
NW_020536999.1.TD_573,s,23210,2677,25887,10.341,89.659,0.000,0.000
NW_020539725.1.TD_968,s,24624,1260,25884,4.868,95.132,0.000,0.000
NW_020536999.1.TD_696,s,25838,49,25887,0.189,99.811,0.000,0.000
NW_020538040.1.TD_847,s,17893,7989,25882,30.867,69.133,0.000,0.000
NW_020537324.1.TD_661,s,24291,1590,25881,6.144,93.856,0.000,0.000
NW_020537996.1.TD_1,s,22092,3788,25880,14.637,85.363,0.000,0.000
NW_020537324.1.TD_1416,s,22461,3417,25878,13.204,86.796,0.000,0.000
NW_020536999.1.TD_1130,s,25373,499,25872,1.929,98.071,0.000,0.000
NW_020537646.1.TD_767,s,25508,369,25877,1.426,98.574,0.000,0.000
NW_020536999.1.TD_1347,s,18169,7700,25869,29.765,70.235,0.000,0.000
NW_020537324.1.TD_207,s,19933,5938,25871,22.952,77.048,0.000,0.000
NW_020538040.1.TD_2250,s,25560,308,25868,1.191,98.809,0.000,0.000
NW_020539726.1.TD_898,s,25864,2,25866,0.008,99.992,0.000,0.000
NW_020536489.1.TD_1,s,23178,2687,25865,10.389,89.611,0.000,0.000
NW_020539726.1.TD_390,s,22584,3280,25864,12.682,87.318,0.000,0.000
NW_020539727.1.TD_360,s,25862,1,25863,0.004,99.996,0.000,0.000
NW_020538040.1.TD_2312,s,25018,844,25862,3.263,96.737,0.000,0.000
NW_020538115.1.TD_1,s,17104,5728,22832,25.088,74.912,0.000,0.000
NW_020536999.1.TD_1699,s,25859,1,25860,0.004,99.996,0.000,0.000
NW_020537324.1.TD_834,s,18647,7212,25859,27.890,72.110,0.000,0.000
NW_020537324.1.TD_407,s,23453,2405,25858,9.301,90.699,0.000,0.000
NW_020537646.1.TD_254,s,21127,4726,25853,18.280,81.720,0.000,0.000
NW_020536999.1.TD_360,s,24959,891,25850,3.447,96.553,0.000,0.000
NW_020537324.1.TD_1010,s,25847,0,25847,0.000,100.000,0.000,0.000
NW_020537758.1.TD_561,s,25847,0,25847,0.000,100.000,0.000,0.000
NW_020537772.1.TD_1,s,24758,1088,25846,4.210,95.790,0.000,0.000
NW_020539725.1.TD_592,s,25845,0,25845,0.000,100.000,0.000,0.000
NW_020539725.1.TD_554,s,20242,5602,25844,21.676,78.324,0.000,0.000
NW_020538040.1.TD_2220,s,24961,880,25841,3.405,96.595,0.000,0.000
NW_020539726.1.TD_835,s,24472,1370,25842,5.301,94.699,0.000,0.000
NW_020537376.1.TD_1,s,22584,3257,25841,12.604,87.396,0.000,0.000
NW_020537712.1.TD_2,s,25839,1,25840,0.004,99.996,0.000,0.000
NW_020536999.1.TD_1263,s,22145,3694,25839,14.296,85.704,0.000,0.000
NW_020537324.1.TD_1595,s,24584,1254,25838,4.853,95.147,0.000,0.000
NW_020539724.1.TD_32,s,23591,2245,25836,8.689,91.311,0.000,0.000
NW_020538040.1.TD_2216,s,25274,560,25834,2.168,97.832,0.000,0.000
NW_020538040.1.TD_1025,s,25190,553,25743,2.148,97.852,0.000,0.000
NW_020538040.1.TD_2173,s,20835,3579,24414,14.660,85.340,0.000,0.000
NW_020539726.1.TD_739,s,24738,1096,25834,4.242,95.758,0.000,0.000
NW_020538340.1.TD_1,j,3551,22400,25951,0.000,5.799,7.884,86.317
NW_020539725.1.TD_142,s,19920,5906,25826,22.868,77.132,0.000,0.000
NW_020536606.1.TD_1,s,25827,0,25827,0.000,98.904,1.096,0.000
NW_020536999.1.TD_1200,s,25523,299,25822,1.158,98.842,0.000,0.000
NW_020539727.1.TD_244,s,25257,566,25823,2.192,97.808,0.000,0.000
NW_020537758.1.TD_59,s,24209,1616,25825,6.258,93.742,0.000,0.000
NW_020539724.1.TD_180,s,13059,12760,25819,49.421,50.579,0.000,0.000
NW_020538040.1.TD_609,s,24554,1262,25816,4.888,95.112,0.000,0.000
NW_020536999.1.TD_40,s,24249,1570,25819,6.081,93.919,0.000,0.000
NW_020537758.1.TD_92,s,25591,224,25815,0.868,99.132,0.000,0.000
NW_020537216.1.TD_2,s,24020,1795,25815,6.953,93.047,0.000,0.000
NW_020537485.1.TD_1,s,17079,8734,25813,33.836,66.164,0.000,0.000
NW_020538040.1.TD_1536,s,25806,0,25806,0.000,95.431,4.569,0.000
NW_020537324.1.TD_326,s,22810,2995,25805,11.606,74.563,13.831,0.000
NW_020539725.1.TD_1454,s,23203,2601,25804,10.080,89.920,0.000,0.000
NW_020539725.1.TD_276,s,14291,11509,25800,44.609,55.391,0.000,0.000
NW_020539725.1.TD_237,s,16515,9287,25802,35.993,64.007,0.000,0.000
NW_020538629.1.TD_1,s,20057,5742,25799,22.257,77.743,0.000,0.000
NW_020537646.1.TD_124,s,23987,1809,25796,7.013,92.987,0.000,0.000
NW_020537020.1.TD_1,s,22600,3195,25795,12.386,87.614,0.000,0.000
NW_020536999.1.TD_911,s,25789,6,25795,0.023,99.977,0.000,0.000
NW_020536758.1.TD_1,s,20581,5209,25790,20.198,79.802,0.000,0.000
NW_020539725.1.TD_1340,s,22504,3286,25790,12.741,87.259,0.000,0.000
NW_020538040.1.TD_843,s,24351,1443,25794,5.594,94.406,0.000,0.000
NW_020537758.1.TD_899,s,18817,6973,25790,27.038,72.962,0.000,0.000
NW_020539725.1.TD_22,s,25790,0,25790,0.000,100.000,0.000,0.000
NW_020539725.1.TD_1420,s,23889,1899,25788,7.364,92.636,0.000,0.000
NW_020538040.1.TD_1831,s,25782,6,25788,0.023,99.977,0.000,0.000
NW_020539725.1.TD_1449,s,21087,4701,25788,3.568,81.743,0.027,14.662
NW_020536999.1.TD_1986,s,22073,3713,25786,14.399,85.601,0.000,0.000
NW_020537926.1.TD_1,s,22366,3419,25785,13.260,86.740,0.000,0.000
NW_020539725.1.TD_51,s,22407,3373,25780,13.084,86.916,0.000,0.000
NW_020539085.1.TD_1,s,23536,2248,25784,8.719,91.281,0.000,0.000
NW_020536999.1.TD_894,s,22333,3444,25777,13.361,86.639,0.000,0.000
NW_020537739.1.TD_1,s,21265,4508,25773,17.491,82.509,0.000,0.000
NW_020537758.1.TD_284,s,25527,245,25772,0.951,99.049,0.000,0.000
NW_020536712.1.TD_1,s,15814,9956,25770,38.634,61.366,0.000,0.000
NW_020539724.1.TD_339,s,23247,2518,25765,9.773,90.227,0.000,0.000
NW_020537646.1.TD_837,s,23524,2242,25766,8.701,91.299,0.000,0.000
NW_020538471.1.TD_1,s,22945,1452,24397,5.952,94.048,0.000,0.000
NW_020536999.1.TD_1254,s,25761,0,25761,0.000,100.000,0.000,0.000
NW_020539107.1.TD_1,s,19244,6509,25753,25.275,74.725,0.000,0.000
NW_020538040.1.TD_1935,s,21625,4120,25745,16.003,83.997,0.000,0.000
NW_020539724.1.TD_430,s,24613,1139,25752,4.423,95.577,0.000,0.000
NW_020536999.1.TD_1829,s,21145,4604,25749,17.880,82.120,0.000,0.000
NW_020538040.1.TD_1462,s,12461,13281,25742,51.593,48.407,0.000,0.000
NW_020539420.1.TD_1,s,20252,5489,25741,21.324,78.676,0.000,0.000
NW_020537646.1.TD_311,s,21864,3877,25741,15.062,84.938,0.000,0.000
NW_020537758.1.TD_165,s,24574,1164,25738,4.522,95.478,0.000,0.000
NW_020537324.1.TD_1666,s,22884,2850,25734,11.075,88.925,0.000,0.000
NW_020537992.1.TD_1,s,24567,1163,25730,4.520,95.480,0.000,0.000
NW_020537324.1.TD_1703,s,21555,4181,25736,16.246,83.754,0.000,0.000
NW_020539278.1.TD_1,s,19133,6597,25730,25.639,74.361,0.000,0.000
NW_020536999.1.TD_1751,s,23153,2576,25729,10.012,89.988,0.000,0.000
NW_020537324.1.TD_1015,s,23856,1866,25722,7.254,92.746,0.000,0.000
NW_020538040.1.TD_795,s,25539,181,25720,0.704,99.296,0.000,0.000
NW_020538257.1.TD_1,s,25716,3,25719,0.012,99.988,0.000,0.000
NW_020536999.1.TD_275,s,19987,5731,25718,22.284,77.716,0.000,0.000
